1;1267;479
2;1229;480
3;1365;331
4;1366;301
5;1251;556
6;1359;577
7;1401;580
8;1419;582
9;1360;535
10;1357;614
11;1300;596
12;1356;672
13;1085;473
14;1091;399
15;923;442
16;912;396
17;825;465
18;833;507
19;933;494
20;821;444
21;1070;355
22;1076;367
23;1023;232
24;1031;223
25;1301;274
26;1289;337
27;1304;294
28;938;350
29;846;585
30;959;601
31;924;302
32;1255;441
33;1275;395
34;1222;518
35;1190;545
36;952;585
37;966;592
38;777;334
39;1302;220
40;1369;222
41;1462;223
42;1457;386
43;1623;432
44;1591;423
45;1574;465
46;1517;453
47;1492;469
48;1487;494
49;1488;515
50;1670;487
51;1690;430
52;1744;431
53;1751;506
54;1742;408
55;1706;386
56;1616;364
57;1538;420
58;1465;433
59;1454;486
60;1442;515
61;1842;427
62;1772;430
63;1778;317
64;1833;316
65;1913;317
66;1895;426
67;1849;526
68;1797;516
69;1858;527
70;1862;501
71;1892;469
72;1916;450
73;1714;365
74;1720;300
75;1723;242
76;1765;248
77;1803;254
78;1681;228
79;1669;243
80;1662;261
81;1649;287
82;1648;304
83;1825;202
84;546;44
85;472;89
86;472;94
87;517;136
88;578;120
89;590;97
90;201;44
91;0;551
92;121;558
93;169;563
94;199;569
95;229;577
96;5;426
97;17;422
98;30;421
99;45;421
100;171;429
101;219;432
102;310;424
103;66;480
104;31;493
105;1;501
106;20;500
107;43;493
108;166;445
109;272;589
110;305;602
111;348;625
112;453;691
113;472;705
114;481;710
115;500;720
116;543;732
117;567;735
118;592;736
119;610;736
120;639;734
121;646;732
122;712;730
123;727;733
124;743;738
125;896;789
126;911;797
127;930;810
128;959;839
129;972;847
130;1032;887
131;1039;891
132;1142;938
133;1148;940
134;1155;940
135;1162;940
136;1170;938
137;1296;895
138;1243;884
139;1244;903
140;1205;883
141;1204;918
142;477;73
143;487;60
144;497;130
145;549;136
146;589;103
147;591;80
148;568;52
149;1424;903
150;1480;932
151;1487;923
152;1698;876
153;1818;871
154;1870;865
155;1910;865
156;802;756
157;1466;424
158;1485;392
159;1491;366
160;1417;545
161;348;406
162;356;395
163;362;372
164;379;346
165;1899;16
166;1346;96
167;1334;118
168;251;359
169;204;357
170;188;354
171;626;360
172;549;356
173;458;351
174;678;364
175;753;341
176;769;336
177;636;233
178;631;225
179;772;564
180;722;544
181;713;539
182;688;444
183;686;435
184;692;406
185;969;670
186;1089;654
187;742;520
188;1551;375
189;1292;677
190;1488;405
191;1486;400
192;1465;123
193;1466;51
194;1076;181
195;1313;153
196;1371;153
197;1578;225
198;1573;276
199;1576;256
200;1565;302
201;1578;211
202;1576;145
203;1602;105
204;1652;30
205;1661;223
206;1643;559
207;1619;621
208;1760;592
209;1765;645
210;1824;609
211;1915;554
212;1192;697
213;1275;670
214;1106;723
215;1206;828
216;1421;711
217;1261;831
218;139;423
219;95;420
220;210;424
221;315;412
222;306;416
223;292;419
224;266;421
225;392;287
226;388;291
227;378;307
228;369;341
229;360;352
230;355;377
231;352;385
232;346;392
233;513;151
234;504;180
235;495;200
236;452;242
237;504;201
238;507;204
239;510;207
240;452;258
241;436;253
242;768;130
243;937;158
244;1007;170
245;584;112
246;537;226
247;614;203
248;550;227
249;544;228
250;543;234
251;546;240
252;488;210
253;1001;550
254;1008;545
255;1056;550
256;1060;551
257;1069;574
258;1121;610
259;1157;615
260;1161;614
261;1387;737
262;1379;725
263;1853;819
264;1711;767
265;1793;696
266;1695;801
267;1696;688
268;1857;651
269;1857;631
270;1742;653
271;1740;657
272;1740;659
273;1663;710
274;1616;729
275;1787;669
276;1876;612
277;766;36
278;932;205
279;1020;221
280;1503;118
281;1556;111
282;1395;132
283;1626;69
284;1541;38
285;1585;54
286;1723;237
287;1855;127
288;1796;25
289;1830;122
290;969;35
291;980;55
292;805;24
293;822;15
294;739;123
295;804;453
296;770;569
297;786;691
298;779;686
299;761;687
300;754;684
301;743;624
302;746;611
303;581;708
304;1264;662
305;1233;643
306;1281;592
307;1300;705
308;1290;682
309;1289;709
310;1510;754
311;1460;774
312;1446;792
313;1444;792
314;1684;823
315;1666;842
316;1637;850
317;1624;850
318;1599;845
319;1522;808
320;1555;726
321;1561;803
322;1654;814
323;1800;834
324;1551;818
325;1530;604
326;1495;596
327;1501;145
328;1506;125
329;309;598
330;1245;874
331;574;705
332;588;709
333;973;588
334;993;580
335;1208;613
336;1056;571
337;1176;561
338;948;602
339;538;399
340;538;405
341;266;576
342;1499;313
343;1491;562
344;1541;585
345;1498;569
346;1405;511
347;1240;702
348;1293;689
349;1276;727
350;1219;773
351;1211;788
352;1199;802
353;1196;806
354;1188;812
355;1174;819
356;1165;821
357;1157;822
358;1143;821
359;1127;819
360;1114;814
361;1106;812
362;1283;935
363;1265;939
364;1215;953
365;1211;953
366;1207;953
367;1190;950
368;1181;946
369;1168;943
370;1206;842
371;1188;846
