1;1176;688
2;1179;708
3;1193;733
4;1087;779
5;1103;775
6;1127;750
7;1159;690
8;1164;667
9;1145;692
10;1128;708
11;1098;724
12;1086;728
13;1023;755
14;1049;761
15;1060;770
16;1066;776
17;1098;783
18;1113;775
19;1134;750
20;1151;722
21;1166;690
22;1145;721
23;1223;761
24;1236;779
25;1189;744
26;1219;767
27;1172;738
28;1170;744
29;1155;734
30;1101;733
31;1147;739
32;1050;738
33;1049;746
34;1020;745
35;997;756
36;906;772
37;898;766
38;883;773
39;866;767
40;860;773
41;665;747
42;664;753
43;624;740
44;623;746
45;591;730
46;587;736
47;560;717
48;558;724
49;528;699
50;523;703
51;451;643
52;449;651
53;412;624
54;408;630
55;358;607
56;362;615
57;286;595
58;284;601
59;262;593
60;259;598
61;206;589
62;233;596
63;159;590
64;160;596
65;115;596
66;117;602
67;1215;241
68;1205;245
69;1191;257
70;1190;273
71;1206;288
72;1228;291
73;1246;285
74;1235;182
75;1232;198
76;1226;205
77;1198;213
78;1190;213
79;1407;294
80;1344;269
81;1338;265
82;1320;249
83;1305;228
84;1280;176
85;1323;276
86;1335;286
87;1339;312
88;1321;325
89;1291;323
90;1276;308
91;1178;666
92;1174;650
93;1230;549
94;1216;555
95;1241;516
96;1252;467
97;1255;451
98;1271;296
99;1274;265
100;1275;212
101;1270;177
102;1261;139
103;1225;29
104;1229;76
105;1250;144
106;1258;177
107;1262;253
108;1262;278
109;1258;315
110;1244;450
111;1241;466
112;1230;516
113;1041;757
114;1055;765
115;1072;781
116;1107;779
117;1110;770
118;1096;779
119;1071;773
120;1068;754
121;168;124
122;208;120
123;220;116
124;234;111
125;280;93
126;371;57
127;379;55
128;422;47
129;444;45
130;471;45
131;497;47
132;523;52
133;593;67
134;690;88
135;716;93
136;823;117
137;992;163
138;1124;199
139;1182;218
140;1237;240
141;1292;263
142;1367;291
143;1397;300
144;1440;309
145;1473;313
146;1523;317
147;1567;318
148;1599;312
149;1626;303
150;1641;295
151;1703;255
152;1735;232
153;1742;228
154;1751;226
155;1761;227
156;1793;240
157;1804;245
158;1844;265
159;1888;274
160;1895;273
161;1496;306
162;1458;302
163;1433;299
164;1294;255
165;1244;234
166;1143;197
167;1035;166
168;817;108
169;550;48
170;521;42
171;495;39
172;470;38
173;437;39
174;384;47
175;371;49
176;335;59
177;306;70
178;241;97
179;222;104
180;205;111
181;169;115
182;1255;274
183;1238;289
184;1216;291
185;1197;282
186;1189;264
187;1193;254
188;1210;243
189;1246;244
190;1281;316
191;1332;320
192;1308;327
193;1340;293
194;1342;304
195;1890;265
196;1885;265
