1;817;635
2;812;637
3;805;643
4;804;652
5;813;660
6;824;662
7;834;658
8;828;604
9;827;612
10;823;616
11;808;620
12;804;620
13;919;663
14;886;650
15;882;648
16;873;639
17;865;628
18;852;601
19;875;654
20;881;659
21;883;673
22;873;680
23;857;678
24;850;670
25;825;798
26;818;801
27;831;780
28;837;755
29;838;746
30;847;664
31;849;648
32;849;620
33;846;601
34;842;581
35;823;523
36;825;548
37;836;583
38;840;601
39;842;642
40;842;655
41;840;674
42;833;746
43;831;754
44;825;780
45;154;585
46;263;573
47;284;571
48;291;569
49;298;566
50;322;556
51;370;538
52;375;537
53;398;532
54;409;531
55;423;531
56;437;532
57;451;535
58;488;543
59;539;554
60;553;557
61;610;569
62;699;594
63;769;613
64;800;623
65;829;634
66;858;647
67;898;662
68;914;666
69;936;671
70;954;673
71;966;669
72;946;667
73;933;666
74;859;642
75;833;631
76;779;612
77;722;596
78;607;564
79;465;533
80;450;530
81;436;528
82;423;527
83;406;528
84;377;532
85;371;533
86;352;539
87;336;544
88;302;559
89;291;563
90;282;566
91;263;568
92;154;580
93;147;581
94;140;585
95;838;652
96;829;660
97;818;662
98;808;657
99;804;647
100;806;642
101;814;636
102;834;636
103;853;675
104;879;677
105;867;680
106;884;662
107;885;668
108;1114;624
109;1108;622
110;1102;622
111;1094;624
112;1091;626
113;1072;638
114;1055;649
115;1036;662
116;1030;664
117;1020;668
118;1002;671
119;269;529
120;247;703
121;244;731
122;244;762
123;245;767
124;251;785
125;258;806
126;545;828
127;567;568
128;480;697
129;478;708
130;482;713
131;534;750
132;537;753
133;541;761
134;550;569
135;496;675
136;540;756
137;517;629
138;477;702
139;582;572
140;542;576
141;293;423
142;275;492
143;285;457
144;508;542
145;514;627
146;548;556
147;507;547
148;443;729
149;486;684
150;491;675
151;364;822
152;404;796
153;393;796
154;378;806
155;890;793
156;919;827
157;908;813
158;241;730
159;219;724
160;203;720
161;179;714
162;155;710
163;137;706
164;221;789
165;117;803
166;105;805
167;176;795
168;136;800
169;845;593
170;859;840
171;654;815
172;474;825
173;467;705
174;535;767
175;535;763
176;533;757
177;523;750
178;497;731
179;469;711
180;540;767
181;568;757
182;585;754
183;591;756
184;599;760
185;622;778
186;626;781
187;642;783
188;540;843
189;538;820
190;538;807
191;537;799
192;536;772
193;649;806
194;645;801
195;642;795
196;643;774
197;379;625
198;769;609
199;729;598
200;726;597
201;727;601
202;647;765
203;669;723
204;702;654
205;797;659
206;726;605
207;559;562
208;275;493
209;734;595
210;736;513
211;726;595
212;721;590
213;708;579
214;697;570
215;680;560
216;625;532
217;601;515
218;677;707
219;500;657
220;718;766
221;709;765
222;672;755
223;731;776
224;725;776
225;545;497
226;615;567
227;619;545
228;617;527
229;616;534
230;572;530
231;734;557
232;681;556
233;744;577
234;699;523
235;682;546
236;220;553
237;256;555
238;266;555
239;289;555
240;310;555
241;245;506
242;248;530
243;249;540
244;618;548
245;612;523
246;617;520
247;622;508
248;621;504
249;609;495
250;168;583
251;142;708
252;120;704
253;261;591
254;168;598
255;161;599
256;153;600
257;147;604
258;143;607
259;141;611
260;140;615
261;139;632
262;122;672
263;119;686
264;587;518
265;598;513
266;666;581
267;847;509
268;804;518
269;797;518
270;792;515
271;790;511
272;790;506
273;795;494
274;794;473
275;792;470
276;781;458
277;797;483
278;830;513
279;917;563
280;659;742
281;1029;829
282;935;846
283;760;750
284;765;751
285;782;751
286;990;735
287;763;775
288;813;794
289;973;814
290;956;809
291;936;805
292;918;797
293;888;769
294;890;754
295;839;782
296;832;801
297;863;815
298;864;813
299;861;827
300;857;854
301;851;868
302;845;879
303;837;889
304;834;894
305;810;804
306;804;818
307;795;833
308;785;854
309;766;879
310;763;880
311;941;672
312;943;672
313;384;740
314;308;759
315;386;795
316;369;790
317;347;784
318;316;764
319;722;521
320;695;545
321;720;529
322;735;536
323;744;536
324;752;527
325;910;621
326;789;468
327;296;752
328;282;746
329;268;740
330;252;734
331;773;778
332;691;726
333;690;729
334;810;748
335;370;814
336;840;762
337;840;778
338;835;794
339;811;735
340;270;763
341;283;808
342;312;809
343;312;802
344;344;804
345;343;812
346;550;545
347;558;527
348;543;524
349;528;518
350;444;535
351;448;537
352;453;541
353;454;545
354;452;550
355;446;553
356;437;554
357;430;554
358;420;554
359;410;554
360;436;539
361;424;554
362;423;539
363;411;554
364;410;539
365;415;556
366;413;559
367;411;561
368;411;565
369;413;571
370;422;589
371;422;594
372;419;597
373;416;599
374;393;600
375;378;600
376;406;599
377;405;584
378;257;624
379;320;625
380;259;603
381;321;606
382;326;555
383;350;555
384;357;556
385;376;558
386;216;767
387;172;773
388;198;770
389;225;766
390;224;800
391;180;811
392;400;745
393;394;753
394;391;757
395;390;765
396;389;775
397;388;786
398;387;793
399;463;817
400;455;810
401;450;805
402;442;802
403;422;798
404;416;797
405;434;799
406;430;793
407;428;789
408;428;782
409;430;772
410;435;764
411;446;750
412;446;748
413;458;714
414;460;715
415;406;796
416;415;752
417;470;821
418;481;817
419;482;808
420;483;800
421;483;790
422;759;626
423;764;635
424;776;652
425;782;662
426;789;647
427;777;629
428;1014;669
429;884;635
430;896;647
431;877;629
432;871;616
433;876;626
434;907;621
435;956;673
436;568;556
437;551;554
438;374;535
439;372;534
440;705;701
441;814;709
442;826;709
443;463;708
444;638;538
445;673;556
446;840;751
447;234;556
448;713;583
449;676;583
450;694;586
451;682;582
452;691;583
453;684;579
454;705;591
455;677;583
456;701;590
457;690;581
458;788;464
459;1125;630
460;762;507
461;767;503
462;676;557
463;758;513
464;693;524
465;722;527
466;690;527
467;710;584
468;701;585
469;693;581
470;705;586
471;703;586
472;712;582
473;708;585
474;579;754
475;849;755
476;846;754
477;846;749
478;634;783
479;885;748
480;852;755
481;773;752
482;666;746
483;924;741
484;551;764
485;573;755
486;889;752
487;852;749
488;692;761
489;888;750
490;851;749
491;668;746
492;884;745
493;564;768
494;856;755
495;884;751
496;563;760
497;883;751
498;885;749
499;555;567
500;622;506
501;545;572
502;491;683
503;943;667
504;884;610
505;845;562
506;902;602
507;873;597
508;897;604
509;858;544
510;891;610
511;846;559
512;893;545
513;846;565
514;886;610
515;481;786
516;476;780
517;470;776
518;440;775
519;459;774
520;418;749
521;466;710
522;467;708
523;601;587
524;611;606
525;613;608
526;618;591
527;595;607
528;587;593
529;615;605
530;609;613
531;592;612
532;592;608
533;591;611
534;595;610
535;594;605
536;609;575
537;620;595
538;612;613
539;600;594
540;595;612
541;590;590
542;609;609
543;569;627
544;593;613
545;619;593
546;598;587
547;608;611
548;1088;627
549;747;583
550;752;589
551;115;698
552;914;782
553;887;778
554;913;783
555;909;783
556;915;780
557;916;779
558;907;743
559;911;783
560;1120;627
561;325;643
562;342;635
563;333;625
564;324;646
565;365;646
566;339;638
567;380;634
568;381;682
569;333;632
570;359;648
571;372;631
572;363;625
573;327;649
574;360;665
575;323;643
576;349;666
577;329;646
578;317;624
579;335;651
580;362;640
581;368;676
582;334;650
583;326;648
584;359;642
585;366;637
586;342;656
587;373;671
588;367;635
589;356;670
590;357;636
591;357;625
592;342;625
593;332;632
594;366;668
595;371;641
596;371;625
597;344;661
598;319;633
599;363;632
600;320;647
601;302;644
602;840;809
603;845;806
604;983;735
605;538;824
606;539;840
607;446;504
608;499;810
609;516;773
610;502;773
611;517;778
612;533;767
613;530;772
614;366;819
615;274;624
616;284;651
617;287;659
618;276;631
619;284;684
620;242;536
621;216;548
622;233;528
623;351;517
624;238;533
625;354;543
626;355;514
627;267;542
628;241;539
629;211;541
630;352;515
631;520;660
632;519;662
633;641;693
634;508;636
635;521;662
636;512;633
637;550;664
638;523;663
639;527;663
640;558;672
641;615;681
642;521;661
643;548;668
644;505;643
645;614;689
646;556;671
647;640;696
648;617;684
649;563;668
650;617;685
651;566;668
652;559;673
653;617;682
654;536;602
655;506;658
656;541;603
657;534;606
658;527;601
659;533;603
660;502;654
661;539;607
662;604;577
663;363;536
664;358;537
665;361;534
666;359;533
667;364;535
668;391;570
669;137;800
670;158;798
671;98;806
672;115;803
673;754;705
674;815;693
675;813;708
676;813;709
677;816;690
678;756;686
679;818;688
680;817;689
681;818;685
682;817;689
683;760;682
684;758;681
685;756;683
686;756;685
687;756;684
688;757;682
689;727;746
690;730;740
691;723;754
692;723;761
693;721;751
694;721;762
695;719;764
696;724;758
697;716;766
698;721;752
699;722;745
700;721;750
701;722;749
702;724;755
703;664;584
704;665;589
705;910;631
706;987;671
707;653;577
708;351;785
709;723;792
710;650;800
711;654;791
712;663;793
713;676;767
714;667;764
715;652;790
716;649;794
717;647;795
718;713;823
719;721;819
720;724;813
721;726;810
722;724;801
723;722;794
724;719;793
725;714;791
726;718;820
727;383;718
728;384;737
729;380;741
730;293;760
731;292;750
732;302;755
733;247;732
734;242;730
735;248;733
736;244;735
737;245;726
738;245;727
739;191;717
740;116;703
741;450;538
742;454;543
743;454;548
744;449;552
745;438;541
746;443;541
747;445;540
748;447;540
749;448;539
750;394;555
751;884;653
752;270;522
753;210;539
754;211;541
755;293;582
756;291;604
757;467;708
758;466;711
759;523;663
760;302;756
761;375;535
762;385;534
763;375;540
764;376;560
765;375;540
766;369;538
767;368;534
768;147;587
769;773;623
770;771;619
771;770;615
772;733;597
773;784;617
774;927;669
775;412;749
776;1039;659
777;767;612
778;446;528
779;457;531
780;892;654
781;880;646
782;897;657
783;455;529
784;508;543
785;504;545
786;442;529
787;452;527
788;816;619
789;358;542
790;828;607
791;529;548
792;505;541
793;536;549
794;506;544
795;450;525
796;448;526
797;498;544
798;356;690
799;331;688
800;368;686
801;293;685
802;279;683
803;331;682
804;379;682
805;357;679
806;274;679
807;270;676
808;266;675
809;362;673
810;346;674
811;256;674
812;333;674
813;250;673
814;344;673
815;334;672
816;341;671
817;338;670
818;355;645
819;334;635
820;369;634
821;333;633
822;379;631
823;291;603
824;90;807
825;221;787
826;216;771
827;196;770
828;125;705
829;928;669
830;582;571
831;516;629
832;543;828
833;481;819
834;492;817
835;498;817
836;550;816
837;499;815
838;581;814
839;542;799
840;548;798
841;497;798
842;497;797
843;538;761
844;538;757
845;536;753
846;533;750
847;481;713
848;674;712
849;673;708
850;477;708
851;671;706
852;674;705
853;679;703
854;476;702
855;479;697
856;481;690
857;490;682
858;495;675
859;504;658
860;503;658
861;530;602
862;529;602
863;539;584
864;638;582
865;541;578
866;604;576
867;541;576
868;607;573
869;544;571
870;549;568
871;568;568
872;561;567
873;555;567
874;561;566
875;613;562
876;618;543
877;614;540
878;610;538
879;614;537
880;702;703
881;718;702
882;640;695
883;615;688
884;684;676
885;693;672
886;664;671
887;659;670
888;683;669
889;680;667
890;679;664
891;524;663
892;684;655
893;689;655
894;690;653
895;673;651
896;669;650
897;673;640
898;656;635
899;656;633
900;684;632
901;645;631
902;640;629
903;685;629
904;659;627
905;642;625
906;649;624
907;648;624
908;634;624
909;636;624
910;684;623
911;633;623
912;682;623
913;636;623
914;649;622
915;633;622
916;636;622
917;634;621
918;635;621
919;690;621
920;641;620
921;662;619
922;619;619
923;634;619
924;636;619
925;653;618
926;655;618
927;624;617
928;620;617
929;694;616
930;627;616
931;653;616
932;617;616
933;629;614
934;638;614
935;616;614
936;633;613
937;632;613
938;638;613
939;639;612
940;879;610
941;879;609
942;616;611
943;879;610
944;880;609
945;880;608
946;884;609
947;881;608
948;882;608
949;881;608
950;636;608
951;635;607
952;636;606
953;636;605
954;633;605
955;670;603
956;122;601
957;621;601
958;671;600
959;639;600
960;636;599
961;639;599
962;637;598
963;649;597
964;648;596
965;651;595
966;629;594
967;635;594
968;636;593
969;675;592
970;630;591
971;634;591
972;601;591
973;621;591
974;626;590
975;605;589
976;606;589
977;609;589
978;602;589
979;622;589
980;607;589
981;595;588
982;601;588
983;607;588
984;638;588
985;595;587
986;636;587
987;606;587
988;602;586
989;604;586
990;603;586
991;638;586
992;610;585
993;593;584
994;640;582
995;606;581
996;633;580
997;604;580
998;610;579
999;596;578
1000;632;578
1001;608;578
1002;243;575
1003;612;575
1004;616;573
1005;599;569
1006;576;566
1007;584;566
1008;919;565
1009;581;563
1010;506;545
1011;814;825
1012;807;827
1013;814;811
1014;822;791
1015;820;812
1016;828;791
1017;833;774
1018;827;773
1019;835;766
1020;829;766
1021;838;750
1022;832;750
1023;833;741
1024;839;742
1025;842;709
1026;836;707
1027;870;680
1028;863;680
1029;860;679
1030;877;678
1031;855;677
1032;881;675
1033;851;673
1034;884;670
1035;848;667
1036;885;667
1037;841;665
1038;885;664
1039;821;662
1040;913;662
1041;827;661
1042;815;661
1043;883;661
1044;907;660
1045;832;659
1046;811;659
1047;809;658
1048;880;657
1049;835;657
1050;878;656
1051;848;655
1052;836;655
1053;806;655
1054;837;654
1055;805;654
1056;804;651
1057;804;649
1058;840;648
1059;804;645
1060;878;644
1061;875;642
1062;849;641
1063;807;640
1064;809;639
1065;810;638
1066;871;637
1067;828;635
1068;824;635
1069;820;635
1070;869;634
1071;849;634
1072;843;633
1073;867;632
1074;849;625
1075;843;624
1076;863;623
1077;813;620
1078;842;619
1079;819;618
1080;821;617
1081;848;615
1082;825;614
1083;842;612
1084;848;611
1085;827;611
1086;828;608
1087;841;607
1088;838;592
1089;827;590
1090;826;577
1091;839;573
1092;832;567
1093;825;567
1094;836;563
1095;829;559
1096;825;558
1097;830;545
1098;817;524
1099;811;505
1100;816;505
1101;810;484
1102;805;469
1103;802;459
1104;801;456
1105;800;452
1106;799;448
1107;834;896
1108;836;904
1109;835;907
1110;692;675
1111;727;792
1112;729;791
1113;730;790
1114;731;790
1115;732;790
1116;732;789
1117;733;787
1118;734;787
1119;421;679
1120;400;699
1121;428;679
1122;426;679
1123;436;680
